text,emotion,error_type,predicted,actual
indodana kazuma isilulindele ngabomvu olwecala likayise enkantolo,joy,False Positive,True,False
indodana kazuma isilulindele ngabomvu olwecala likayise enkantolo,surprise,False Positive,True,False
ujabule untuli ekhululwa yimamelodi sundowns,surprise,False Positive,True,False
kulimale abangu17 kwashona oyedwa engozini efrance emgungundlovu,sadness,False Negative,False,True
usinde kukubi ukhabonina etalajwa amadoda angawazi,fear,False Negative,False,True
usinde kukubi ukhabonina etalajwa amadoda angawazi,joy,False Positive,True,False
usinde kukubi ukhabonina etalajwa amadoda angawazi,sadness,False Negative,False,True
samke_umgijimi kodwa ushayile uma sewu phinda kuzoba nconywana,joy,False Positive,True,False
ingebhe kozithele ezinjeni ebezidla ugebhezi lomuntu,joy,False Positive,True,False
iafropunk iletha usolange nomiguel kuleli,surprise,False Positive,True,False
kuminze ibhanoyi ebelithwele abawu189,joy,False Positive,True,False
kuminze ibhanoyi ebelithwele abawu189,sadness,False Negative,False,True
umasutha ubalisa ngokujika nelanga engasebenzi,joy,False Positive,True,False
umasutha ubalisa ngokujika nelanga engasebenzi,sadness,False Negative,False,True
umasutha ubalisa ngokujika nelanga engasebenzi,surprise,False Positive,True,False
usolinas usenalo ithemba lesinye isicoco,joy,False Positive,True,False
usolinas usenalo ithemba lesinye isicoco,surprise,False Positive,True,False
izigebengu zibaleke ngeveni yamaphoyisa,surprise,False Positive,True,False
udavid kau usezosebenzisana nenkampani yaseusa,joy,False Positive,True,False
udavid kau usezosebenzisana nenkampani yaseusa,surprise,False Positive,True,False
uvalo kowabhidlikelwa yindlu,fear,False Negative,False,True
uvalo kowabhidlikelwa yindlu,joy,False Positive,True,False
uvalo kowabhidlikelwa yindlu,surprise,False Positive,True,False
uvalo kungqoklozwa abaganene asebekhulile,fear,False Negative,False,True
uvalo kungqoklozwa abaganene asebekhulile,joy,False Positive,True,False
alikho ivoti eliya kukhongolose umhlaba ungakabuyiswa,anger,False Negative,False,True
alikho ivoti eliya kukhongolose umhlaba ungakabuyiswa,joy,False Positive,True,False
alikho ivoti eliya kukhongolose umhlaba ungakabuyiswa,surprise,False Positive,True,False
usigaxamabhande ejele ngamacala enkohlakalo,joy,False Positive,True,False
ngikujabulele ukugqoka ijezi leqembu elikhulu njengechiefs  vries,surprise,False Positive,True,False
kuthiwa bebeyaphi e italy nje sofela izigwili ,joy,False Positive,True,False
usaba ukushayeka kwebhola labesifazane,fear,False Negative,False,True
usaba ukushayeka kwebhola labesifazane,joy,False Positive,True,False
jabulujule ukhozi_fm ayanda_melansi nosihlesibisi_ ladydwabantu uhleli no ladydee ku jabulujule ngilalele uhlelo ,joy,False Positive,True,False
jabulujule ukhozi_fm ayanda_melansi nosihlesibisi_ ladydwabantu uhleli no ladydee ku jabulujule ngilalele uhlelo ,surprise,False Positive,True,False
udlelwe imoto yinyanga yamdlwengula eyothwala,disgust,False Negative,False,True
udlelwe imoto yinyanga yamdlwengula eyothwala,sadness,False Negative,False,True
udlelwe imoto yinyanga yamdlwengula eyothwala,surprise,False Positive,True,False
unqotshwe isifo sikashukela umshoza,sadness,False Negative,False,True
wemukelwe njengeqhawe oqwale intaba,joy,False Positive,True,False
abhokile amadoda ngokudlisa abesifazane,joy,False Positive,True,False
uramaphosa unxuse  izibusiso zamanazaretha,surprise,False Positive,True,False
limlahlile icala lokudlwengula intombazanyana 8 uninow,joy,False Positive,True,False
limlahlile icala lokudlwengula intombazanyana 8 uninow,surprise,False Positive,True,False
izidumbu zababili zitholwe zimbobombobo yizinhlamvu,sadness,False Negative,False,True
izidumbu zababili zitholwe zimbobombobo yizinhlamvu,surprise,False Positive,True,False
akakakholwa onqobe ilotto kabili ngesonto elilodwa,surprise,False Negative,False,True
badla ngamapayipi abadla ngopholoni,joy,False Positive,True,False
badla ngamapayipi abadla ngopholoni,surprise,False Positive,True,False
kushaqisile ukubulawa komholi weanc,joy,False Positive,True,False
kushaqisile ukubulawa komholi weanc,surprise,False Negative,False,True
akasathembi lutho oshaywe amaphoyisa,fear,False Negative,False,True
akasathembi lutho oshaywe amaphoyisa,sadness,False Negative,False,True
akasathembi lutho oshaywe amaphoyisa,surprise,False Positive,True,False
usabona umqansa oqhwakele,joy,False Positive,True,False
usabona umqansa oqhwakele,surprise,False Positive,True,False
kufunwa isangoma ngokufa kwenyanga,fear,False Positive,True,False
lapho ngihleli ngedwa endlini  umuntu uzohlanywa ngempela serious ,fear,False Positive,True,False
lapho ngihleli ngedwa endlini  umuntu uzohlanywa ngempela serious ,surprise,False Positive,True,False
kubuya abebelimele kwiarrows,joy,False Positive,True,False
usbahle mpisane engozini yemoto enyantisa igazi,joy,False Positive,True,False
usbahle mpisane engozini yemoto enyantisa igazi,sadness,False Negative,False,True
inhlanzi izoshelwa amanzi kubadayisi,sadness,False Negative,False,True
izitshudeni zibalisa ngokuxhashazwa wumnyango wezemfundo,surprise,False Positive,True,False
mtamerri yho mina nje yacishe yangichitha i wildtrak kwi gravel  asobuye ngi speede yaphenduka yabheka la ngiqhamuka ngakhona  i was convinced izongena ezweni nami nezingane,surprise,False Positive,True,False
uberita usethole umaqondana,joy,False Positive,True,False
izoshisa amalangabi itop gear,joy,False Positive,True,False
izoshisa amalangabi itop gear,surprise,False Positive,True,False
zikhishwa ngodli ezindlini izitshudeni zasemut,sadness,False Negative,False,True
zikhishwa ngodli ezindlini izitshudeni zasemut,surprise,False Positive,True,False
kubizwa ngisho asebethathe umhlalaphansi abahlengikazi,surprise,False Positive,True,False
bazohleka bodwa abashayeli kwehla uphethroli,surprise,False Positive,True,False
itholwe ihleli namaphara ingane ebinyamalele,joy,False Positive,True,False
itholwe ihleli namaphara ingane ebinyamalele,surprise,False Positive,True,False
t_lembethe  mina ngiqedwa isphambano segolide ,surprise,False Positive,True,False
sisathukile isalukazi esikhothiswe umphambili,fear,False Negative,False,True
sisathukile isalukazi esikhothiswe umphambili,sadness,False Negative,False,True
sisathukile isalukazi esikhothiswe umphambili,surprise,False Positive,True,False
lobaba uthi uthandwa i cleavage yami la emakethe mangimbuka engangzala lomuntu ,surprise,False Positive,True,False
izithembile idistruction boyz ngealbhamu yayo,fear,False Positive,True,False
izithembile idistruction boyz ngealbhamu yayo,surprise,False Positive,True,False
uprince kaybee ugxeka abahlekisa ngozodwa wabantu,joy,False Positive,True,False
uprince kaybee ugxeka abahlekisa ngozodwa wabantu,surprise,False Positive,True,False
uclinton akazenyezi ngokuqeqesha kwigladafrica,surprise,False Positive,True,False
coronavirus sinyukele ku2 783 isibalo sabahaqekile sekushone abawu50,joy,False Positive,True,False
coronavirus sinyukele ku2 783 isibalo sabahaqekile sekushone abawu50,surprise,False Positive,True,False
isililo ngenyoka eluhlaza yaseushaka marine,joy,False Positive,True,False
isililo ngenyoka eluhlaza yaseushaka marine,surprise,False Positive,True,False
kodwa sbonelo uthenkunzi awusamfuni manje mase ngimthatha sunenkinga aibo wenja uzalo,joy,False Positive,True,False
kodwa sbonelo uthenkunzi awusamfuni manje mase ngimthatha sunenkinga aibo wenja uzalo,surprise,False Positive,True,False
baphithene ngonyamalale evakashele isoka,joy,False Positive,True,False
baphithene ngonyamalale evakashele isoka,sadness,False Negative,False,True
baqala ukugonywa othisha ngelizayo kuleli,joy,False Positive,True,False
mina ngithwele vele ngithwele kanzima ,surprise,False Positive,True,False
kushubile amawele akubo kamjikjelwa ebanga ubuholi,joy,False Positive,True,False
kushubile amawele akubo kamjikjelwa ebanga ubuholi,surprise,False Positive,True,False
uzimisele ngokusiza idowns ngamagoli uaffonso,joy,False Positive,True,False
amaphoyisa ashaqe inkomo yelobolo entshontshiwe,joy,False Positive,True,False
abamatekisi bavale imigwaqo bebhikisha,anger,False Negative,False,True
baxoshe uthishanhloko osolwa ngokudakwa,joy,False Positive,True,False
baxoshe uthishanhloko osolwa ngokudakwa,surprise,False Negative,False,True
liqhakazile ikusasa likamahlambi  hunt,surprise,False Positive,True,False
odilika kowadlwengula esontweni,joy,False Positive,True,False
ulaxaze onosana olobola uzimdollar,joy,False Positive,True,False
ulaxaze onosana olobola uzimdollar,surprise,False Negative,False,True
sitholwe sesonakele isidumbu somfundi kamatric obenyamalele,sadness,False Negative,False,True
sitholwe sesonakele isidumbu somfundi kamatric obenyamalele,surprise,False Positive,True,False
sekushone omunye umdlali welepsl,joy,False Positive,True,False
sekushone omunye umdlali welepsl,sadness,False Negative,False,True
sekushone omunye umdlali welepsl,surprise,False Positive,True,False
isigwebo kwawokudlwengula,surprise,False Positive,True,False
kwethulwe umkhankaso wokuhlanza amarenki,joy,False Positive,True,False
kwethulwe umkhankaso wokuhlanza amarenki,surprise,False Positive,True,False
kushone 13 kwalimala 16 engozini,joy,False Positive,True,False
kushone 13 kwalimala 16 engozini,sadness,False Negative,False,True
kusolwa owezemfundo ngokudonswa ngekhala yizinyunyana,surprise,False Positive,True,False
kusolwa eyamatekisi ngomfundi odutshuliwe,sadness,False Negative,False,True
kubuya uhlelo lwemishado iour perfect wedding,joy,False Positive,True,False
kutholwe isidumbu sowesifazane sinqunu othongathi,sadness,False Negative,False,True
kutholwe isidumbu sowesifazane sinqunu othongathi,surprise,False Negative,False,True
are groceries expensive or kwenziwa mina islima  aibo angikho right ngamanani,joy,False Positive,True,False
ubumkhuza umndeni ngesoka lakhe oweancyl obulewe,joy,False Positive,True,False
ubumkhuza umndeni ngesoka lakhe oweancyl obulewe,sadness,False Negative,False,True
owesifazane ugwaze umyeni ngebhodlela emqaleni,joy,False Positive,True,False
owesifazane ugwaze umyeni ngebhodlela emqaleni,sadness,False Negative,False,True
kunecala elingathikameza ukusongwa kweyegladafrica,fear,False Positive,True,False
kunecala elingathikameza ukusongwa kweyegladafrica,surprise,False Positive,True,False
kuboshwe amadoda amabili atholwe nezibhamu ezingekho emthethweni,surprise,False Positive,True,False
umthanda enjalo unkosikazi wakhe,joy,False Positive,True,False
bakhathazekile ngabasebenzi abemboni katshwala,surprise,False Positive,True,False
usabisa ngokuhlasela umndeni obulale unina wezingane ngokumshisa ngophethroli,fear,False Negative,False,True
usabisa ngokuhlasela umndeni obulale unina wezingane ngokumshisa ngophethroli,joy,False Positive,True,False
usabisa ngokuhlasela umndeni obulale unina wezingane ngokumshisa ngophethroli,sadness,False Negative,False,True
usabisa ngokuhlasela umndeni obulale unina wezingane ngokumshisa ngophethroli,surprise,False Negative,False,True
unqume indodana wase eyazilengisa,sadness,False Negative,False,True
ugqugquzela ukutshala ngaphandle kwamakhemikhali,surprise,False Positive,True,False
lihlehlile elosolwa ngokuputshuza elikamatric,joy,False Positive,True,False
lihlehlile elosolwa ngokuputshuza elikamatric,surprise,False Positive,True,False
owesilisa uchazele inkantolo ngokubulala owayeyintombi yakhe,disgust,False Negative,False,True
owesilisa uchazele inkantolo ngokubulala owayeyintombi yakhe,joy,False Positive,True,False
ikhansela liphika lilala ngomhlane elokubulala iqabane,joy,False Positive,True,False
ujakarumba usayibambile emculweni waleli zwekazi,joy,False Positive,True,False
isathukile imindeni yamadoda aqothwe ebuka ibhola,fear,False Negative,False,True
isathukile imindeni yamadoda aqothwe ebuka ibhola,joy,False Positive,True,False
isathukile imindeni yamadoda aqothwe ebuka ibhola,sadness,False Negative,False,True
ufransman esibhedlela etholwe negciwane,surprise,False Positive,True,False
kuvela abaphehla udweshu emabhida,joy,False Positive,True,False
kuvela abaphehla udweshu emabhida,surprise,False Positive,True,False
ngibone ukuthi ngidinga usizo ngiqeda ibhodlela lewayini ngingedwa  zahara,sadness,False Negative,False,True
ntwen_hle ninodwa oe mina ngishaya umageba angiyxaki ,joy,False Positive,True,False
ntwen_hle ninodwa oe mina ngishaya umageba angiyxaki ,surprise,False Positive,True,False
umama uvikele umndeni wakhe elwa nezigebengu,joy,False Positive,True,False
uncikazi ujabulela ukuqashwa kukakhenyeza abe yiphini lomqeqeshi,surprise,False Positive,True,False
bancoma izintombi zoshikishi okhozini,joy,False Positive,True,False
bancoma izintombi zoshikishi okhozini,surprise,False Positive,True,False
uzomiswa ebandleni umfundisi osolwa ngokweba ibhokisi,surprise,False Negative,False,True
ithembisa lukhulu eyokuqala kabenni,joy,False Positive,True,False
ithembisa lukhulu eyokuqala kabenni,surprise,False Positive,True,False
batholwe beminze emfuleniabangabangani,sadness,False Negative,False,True
batholwe beminze emfuleniabangabangani,surprise,False Positive,True,False
kuxakile ukungcola enkantolo yemantshi kwanongoma,disgust,False Negative,False,True
kuxakile ukungcola enkantolo yemantshi kwanongoma,joy,False Positive,True,False
kuxakile ukungcola enkantolo yemantshi kwanongoma,surprise,False Positive,True,False
kulimale umgibeli obehleli phambili etekisini ngesikhathi lishayisana neveni kum25 namuhla ekuseni isolezwenews er24 ems pty ltd ,joy,False Positive,True,False
kulimale umgibeli obehleli phambili etekisini ngesikhathi lishayisana neveni kum25 namuhla ekuseni isolezwenews er24 ems pty ltd ,sadness,False Negative,False,True
kubulawe intombi nesoka embumbulu,joy,False Positive,True,False
kubulawe intombi nesoka embumbulu,sadness,False Negative,False,True
bakhala ngezinja ezala ukhasha emfuyweni emadlelweni ziyidle,joy,False Positive,True,False
minenhlepkunene ngiyabonga bhuti  kunjani vele la,surprise,False Positive,True,False
othisha bakhala ngesikhulu esihlulwa umsebenzi,surprise,False Positive,True,False
usongela abafafaza eyokuthwala umseleku,anger,False Negative,False,True
usongela abafafaza eyokuthwala umseleku,joy,False Positive,True,False
abasebenzi basabisa ngokuteleka bacime nogesi kuleli,anger,False Negative,False,True
uemtee nethemba lokuzuza kumametro fm awards,surprise,False Positive,True,False
isiphoxwa eyomqeqeshi wamakhosi ishell helix cup,joy,False Positive,True,False
isiphoxwa eyomqeqeshi wamakhosi ishell helix cup,surprise,False Positive,True,False
uphenyo ngokubulawa kwabantu abane,joy,False Positive,True,False
ubalisa ngokuba umantuntanendishi,joy,False Positive,True,False
ubalisa ngokuba umantuntanendishi,sadness,False Negative,False,True
uzola ushaya ibuya kuthelevishini,joy,False Positive,True,False
uyethukela owesifazane 76 odlwenguliwe,disgust,False Negative,False,True
uyethukela owesifazane 76 odlwenguliwe,sadness,False Negative,False,True
sebelala obenyoni abasinde amaphoyisa engqongqisa izimoto,fear,False Negative,False,True
sebelala obenyoni abasinde amaphoyisa engqongqisa izimoto,joy,False Positive,True,False
sebelala obenyoni abasinde amaphoyisa engqongqisa izimoto,surprise,False Positive,True,False
baneke usizi lokuhlukumezeka,joy,False Positive,True,False
baneke usizi lokuhlukumezeka,sadness,False Negative,False,True
guys abantu abantu ethekwini bavele behle without paying etekisini yase south beach,surprise,False Positive,True,False
ngijabule ngizothole zonke engizifunayo  ,surprise,False Positive,True,False
sandimandla cyrilramaphosa waze wajabula umuntu nhlivotouch uyaqala umongameli wakhe ukwenza into eright ,surprise,False Positive,True,False
bajabule nocele ethekwini ngokuphakwa kwamaphoyisa,surprise,False Positive,True,False
kuphele amaqhinga egwetshwa odilikajele,surprise,False Positive,True,False
utholwe emobeni esefile obethunjiwe,joy,False Positive,True,False
